"BUSINESS_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","BUS_LIC_NO","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"13301","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13301","CRW3:11221103636000824","2021-12-21 10:36:36.127000000","0","00000000A1CE94FE","2714669508","","0"
"13305","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13305","CRW3:11221103636000827","2021-12-21 10:36:36.127000000","0","00000000A1CE9502","2714669508","","0"
"13308","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13308","CRW3:11221103636000830","2021-12-21 10:36:36.127000000","0","00000000A1CE9505","2714669508","","0"
"13311","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13311","CRW3:11221103636000833","2021-12-21 10:36:36.127000000","0","00000000A1CE9508","2714669508","","0"
"13312","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13312","CRW3:11221103636000834","2021-12-21 10:36:36.127000000","0","00000000A1CE9509","2714669508","","0"
"13313","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13313","CRW3:11221103636000835","2021-12-21 10:36:36.127000000","0","00000000A1CE950A","2714669508","","0"
"13317","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13317","CRW3:11221103636000839","2021-12-21 10:36:36.127000000","0","00000000A1CE950E","2714669508","","0"
"13319","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13319","CRW3:11221103636000841","2021-12-21 10:36:36.127000000","0","00000000A1CE9510","2714669508","","0"
"13321","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13321","CRW3:11221103636000843","2021-12-21 10:36:36.127000000","0","00000000A1CE9512","2714669508","","0"
"13322","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13322","CRW3:11221103636000844","2021-12-21 10:36:36.127000000","0","00000000A1CE9513","2714669508","","0"
"13324","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13324","CRW3:11221103636000846","2021-12-21 10:36:36.127000000","0","00000000A1CE9515","2714669508","","0"
"13325","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13325","CRW3:11221103636000847","2021-12-21 10:36:36.127000000","0","00000000A1CE9516","2714669508","","0"
"13331","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13331","CRW3:11221103636000853","2021-12-21 10:36:36.127000000","0","00000000A1CE951C","2714669508","","0"
"13333","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13333","CRW3:11221103636000854","2021-12-21 10:36:36.127000000","0","00000000A1CE951D","2714669508","","0"
"13334","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13334","CRW3:11221103636000855","2021-12-21 10:36:36.127000000","0","00000000A1CE951E","2714669508","","0"
"13338","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13338","CRW3:11221103636000859","2021-12-21 10:36:36.127000000","0","00000000A1CE9522","2714669508","","0"
"13340","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13340","CRW3:11221103636000860","2021-12-21 10:36:36.127000000","0","00000000A1CE9523","2714669508","","0"
"13344","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","13344","CRW3:11221103636000863","2021-12-21 10:36:36.127000000","0","00000000A1CE9526","2714669508","","0"
"1616","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","1616","CRW3:11221103636000884","2021-12-21 10:36:36.127000000","0","00000000A1CE953B","2714669508","","0"
"1676","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","1676","CRW3:11221103636000885","2021-12-21 10:36:36.127000000","0","00000000A1CE953C","2714669508","","0"
"1715","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","1715","CRW3:11221103636000887","2021-12-21 10:36:36.127000000","0","00000000A1CE953E","2714669508","","0"
"1996","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","1996","CRW3:11221103636000897","2021-12-21 10:36:36.127000000","0","00000000A1CE9548","2714669508","","0"
"2409","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","2409","CRW3:11221103636000921","2021-12-21 10:36:36.127000000","0","00000000A1CE9560","2714669508","","0"
"2934","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","2934","CRW3:11221103636000930","2021-12-21 10:36:36.127000000","0","00000000A1CE9569","2714669508","","0"
"3110","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3110","CRW3:11221103636000939","2021-12-21 10:36:36.127000000","0","00000000A1CE9572","2714669508","","0"
"3256","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3256","CRW3:11221103636000951","2021-12-21 10:36:36.127000000","0","00000000A1CE957E","2714669508","","0"
"3264","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3264","CRW3:11221103636000955","2021-12-21 10:36:36.127000000","0","00000000A1CE9582","2714669508","","0"
"3495","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3495","CRW3:11221103636000977","2021-12-21 10:36:36.127000000","0","00000000A1CE9598","2714669508","","0"
"3521","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3521","CRW3:11221103636000982","2021-12-21 10:36:36.127000000","0","00000000A1CE959D","2714669508","","0"
"3598","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3598","CRW3:11221103636000987","2021-12-21 10:36:36.127000000","0","00000000A1CE95A2","2714669508","","0"
"3634","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3634","CRW3:11221103636000993","2021-12-21 10:36:36.127000000","0","00000000A1CE95A8","2714669508","","0"
"3775","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3775","CRW3:11221103636001011","2021-12-21 10:36:36.127000000","0","00000000A1CE95BA","2714669508","","0"
"3778","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3778","CRW3:11221103636001012","2021-12-21 10:36:36.127000000","0","00000000A1CE95BB","2714669508","","0"
"3913","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3913","CRW3:11221103636001023","2021-12-21 10:36:36.127000000","0","00000000A1CE95C6","2714669508","","0"
"3948","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3948","CRW3:11221103636001027","2021-12-21 10:36:36.127000000","0","00000000A1CE95CA","2714669508","","0"
"3977","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","3977","CRW3:11221103636001028","2021-12-21 10:36:36.127000000","0","00000000A1CE95CB","2714669508","","0"
"4021","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","4021","CRW3:11221103636001030","2021-12-21 10:36:36.127000000","0","00000000A1CE95CD","2714669508","","0"
"4066","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","4066","CRW3:11221103636001038","2021-12-21 10:36:36.127000000","0","00000000A1CE95D5","2714669508","","0"
"4142","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","4142","CRW3:11221103636001045","2021-12-21 10:36:36.127000000","0","00000000A1CE95DC","2714669508","","0"
"646","2021-12-21 10:36:36.127000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","646","CRW3:11221103636001051","2021-12-21 10:36:36.127000000","0","00000000A1CE95E2","2714669508","","0"
"999999","2012-11-06 15:38:13.260000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","CRW-999999","CRW3:21106153813000001","2012-11-06 15:38:13.260000000","0","0000000008FA8097","150634647","",""
"999999","2012-11-30 08:49:57.117000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","CRW-999999","CRW3:21130084957000001","2012-11-30 08:49:57.117000000","0","0000000009417051","155283537","",""
"10005","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10005","CRW3:21203152331000001","2012-12-03 15:23:31.193000000","0","00000000094CF4BF","156038335","",""
"10007","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10007","CRW3:21203152331000002","2012-12-03 15:23:31.193000000","0","00000000094CF4C0","156038335","",""
"1002","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","1002","CRW3:21203152331000006","2012-12-03 15:23:31.193000000","0","00000000094CF4C4","156038335","",""
"10025","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10025","CRW3:21203152331000008","2012-12-03 15:23:31.193000000","0","00000000094CF4C6","156038335","",""
"10036","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10036","CRW3:21203152331000009","2012-12-03 15:23:31.193000000","0","00000000094CF4C7","156038335","",""
"10038","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10038","CRW3:21203152331000010","2012-12-03 15:23:31.193000000","0","00000000094CF4C8","156038335","",""
"10039","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10039","CRW3:21203152331000011","2012-12-03 15:23:31.193000000","0","00000000094CF4C9","156038335","",""
"10056","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10056","CRW3:21203152331000015","2012-12-03 15:23:31.193000000","0","00000000094CF4CD","156038335","",""
"10058","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10058","CRW3:21203152331000016","2012-12-03 15:23:31.193000000","0","00000000094CF4CE","156038335","",""
"10066","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10066","CRW3:21203152331000017","2012-12-03 15:23:31.193000000","0","00000000094CF4CF","156038335","",""
"10068","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10068","CRW3:21203152331000018","2012-12-03 15:23:31.193000000","0","00000000094CF4D0","156038335","",""
"10074","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10074","CRW3:21203152331000019","2012-12-03 15:23:31.193000000","0","00000000094CF4D1","156038335","",""
"10079","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10079","CRW3:21203152331000020","2012-12-03 15:23:31.193000000","0","00000000094CF4D2","156038335","",""
"1008","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","1008","CRW3:21203152331000021","2012-12-03 15:23:31.193000000","0","00000000094CF4D3","156038335","",""
"10086","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10086","CRW3:21203152331000023","2012-12-03 15:23:31.193000000","0","00000000094CF4D5","156038335","",""
"10090","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10090","CRW3:21203152331000024","2012-12-03 15:23:31.193000000","0","00000000094CF4D6","156038335","",""
"10097","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10097","CRW3:21203152331000027","2012-12-03 15:23:31.193000000","0","00000000094CF4D9","156038335","",""
"10100","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10100","CRW3:21203152331000029","2012-12-03 15:23:31.193000000","0","00000000094CF4DB","156038335","",""
"10106","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10106","CRW3:21203152331000030","2012-12-03 15:23:31.193000000","0","00000000094CF4DC","156038335","",""
"10109","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10109","CRW3:21203152331000031","2012-12-03 15:23:31.193000000","0","00000000094CF4DD","156038335","",""
"1011","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","1011","CRW3:21203152331000032","2012-12-03 15:23:31.193000000","0","00000000094CF4DE","156038335","",""
"10114","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10114","CRW3:21203152331000033","2012-12-03 15:23:31.193000000","0","00000000094CF4DF","156038335","",""
"10127","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10127","CRW3:21203152331000035","2012-12-03 15:23:31.193000000","0","00000000094CF4E1","156038335","",""
"10132","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10132","CRW3:21203152331000036","2012-12-03 15:23:31.193000000","0","00000000094CF4E2","156038335","",""
"10134","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10134","CRW3:21203152331000037","2012-12-03 15:23:31.193000000","0","00000000094CF4E3","156038335","",""
"10136","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10136","CRW3:21203152331000038","2012-12-03 15:23:31.193000000","0","00000000094CF4E4","156038335","",""
"10139","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10139","CRW3:21203152331000039","2012-12-03 15:23:31.193000000","0","00000000094CF4E5","156038335","",""
"10155","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10155","CRW3:21203152331000041","2012-12-03 15:23:31.193000000","0","00000000094CF4E7","156038335","",""
"10162","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10162","CRW3:21203152331000042","2012-12-03 15:23:31.193000000","0","00000000094CF4E8","156038335","",""
"10175","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10175","CRW3:21203152331000044","2012-12-03 15:23:31.193000000","0","00000000094CF4EA","156038335","",""
"10184","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10184","CRW3:21203152331000046","2012-12-03 15:23:31.193000000","0","00000000094CF4EC","156038335","",""
"10207","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10207","CRW3:21203152331000050","2012-12-03 15:23:31.193000000","0","00000000094CF4F0","156038335","",""
"10225","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10225","CRW3:21203152331000051","2012-12-03 15:23:31.193000000","0","00000000094CF4F1","156038335","",""
"1024","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","1024","CRW3:21203152331000053","2012-12-03 15:23:31.193000000","0","00000000094CF4F3","156038335","",""
"10263","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10263","CRW3:21203152331000056","2012-12-03 15:23:31.193000000","0","00000000094CF4F6","156038335","",""
"10278","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10278","CRW3:21203152331000059","2012-12-03 15:23:31.193000000","0","00000000094CF4F9","156038335","",""
"10292","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10292","CRW3:21203152331000061","2012-12-03 15:23:31.193000000","0","00000000094CF4FB","156038335","",""
"10293","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10293","CRW3:21203152331000062","2012-12-03 15:23:31.193000000","0","00000000094CF4FC","156038335","",""
"10305","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10305","CRW3:21203152331000063","2012-12-03 15:23:31.193000000","0","00000000094CF4FD","156038335","",""
"10319","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10319","CRW3:21203152331000064","2012-12-03 15:23:31.193000000","0","00000000094CF4FE","156038335","",""
"10351","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10351","CRW3:21203152331000067","2012-12-03 15:23:31.193000000","0","00000000094CF502","156038335","",""
"10352","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10352","CRW3:21203152331000068","2012-12-03 15:23:31.193000000","0","00000000094CF503","156038335","",""
"10362","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10362","CRW3:21203152331000069","2012-12-03 15:23:31.193000000","0","00000000094CF504","156038335","",""
"10367","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10367","CRW3:21203152331000071","2012-12-03 15:23:31.193000000","0","00000000094CF506","156038335","",""
"10368","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10368","CRW3:21203152331000072","2012-12-03 15:23:31.193000000","0","00000000094CF507","156038335","",""
"10383","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10383","CRW3:21203152331000076","2012-12-03 15:23:31.193000000","0","00000000094CF50B","156038335","",""
"10393","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10393","CRW3:21203152331000080","2012-12-03 15:23:31.193000000","0","00000000094CF50F","156038335","",""
"10406","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10406","CRW3:21203152331000083","2012-12-03 15:23:31.193000000","0","00000000094CF512","156038335","",""
"10414","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10414","CRW3:21203152331000084","2012-12-03 15:23:31.193000000","0","00000000094CF513","156038335","",""
"10422","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10422","CRW3:21203152331000085","2012-12-03 15:23:31.193000000","0","00000000094CF514","156038335","",""
"10431","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10431","CRW3:21203152331000087","2012-12-03 15:23:31.193000000","0","00000000094CF516","156038335","",""
"10439","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10439","CRW3:21203152331000089","2012-12-03 15:23:31.193000000","0","00000000094CF518","156038335","",""
"10444","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10444","CRW3:21203152331000090","2012-12-03 15:23:31.193000000","0","00000000094CF519","156038335","",""
"10451","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10451","CRW3:21203152331000092","2012-12-03 15:23:31.193000000","0","00000000094CF51B","156038335","",""
"10456","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10456","CRW3:21203152331000093","2012-12-03 15:23:31.193000000","0","00000000094CF51C","156038335","",""
"10460","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10460","CRW3:21203152331000094","2012-12-03 15:23:31.193000000","0","00000000094CF51D","156038335","",""
"10481","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10481","CRW3:21203152331000097","2012-12-03 15:23:31.193000000","0","00000000094CF520","156038335","",""
"10530","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10530","CRW3:21203152331000100","2012-12-03 15:23:31.193000000","0","00000000094CF523","156038335","",""
"10562","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10562","CRW3:21203152331000102","2012-12-03 15:23:31.193000000","0","00000000094CF525","156038335","",""
"10568","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10568","CRW3:21203152331000103","2012-12-03 15:23:31.193000000","0","00000000094CF526","156038335","",""
"10577","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10577","CRW3:21203152331000105","2012-12-03 15:23:31.193000000","0","00000000094CF528","156038335","",""
"10582","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10582","CRW3:21203152331000106","2012-12-03 15:23:31.193000000","0","00000000094CF529","156038335","",""
"10583","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10583","CRW3:21203152331000107","2012-12-03 15:23:31.193000000","0","00000000094CF52A","156038335","",""
"10589","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10589","CRW3:21203152331000110","2012-12-03 15:23:31.193000000","0","00000000094CF52D","156038335","",""
"10600","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10600","CRW3:21203152331000112","2012-12-03 15:23:31.193000000","0","00000000094CF52F","156038335","",""
"10611","2012-12-03 15:23:31.193000000","1ST NOTIFICATION PRINTED","CHRIS STARKEY","1ST RENEWAL FORM NOTIFICATION PRINTED","","10611","CRW3:21203152331000115","2012-12-03 15:23:31.193000000","0","00000000094CF532","156038335","",""
