BUSINESS_NO,BUS_LIC_NO,BUS_LIC_ISS,BUS_LIC_ISS_BY,BUS_LIC_EXP,BUS_LIC_EXP_BY,BUS_LIC_RENEW_NOTICE,BUS_LIC_RENEW_PAID,STATUS,STATUS_BY,TAG,CONDITIONS,LOCKID,RECORDID,LAST_INSPECTION,FEES_CHARGED,FEES_PAID,BALANCE_DUE,REFERENCE_NO,update_originator_id,update_timestamp,create_timestamp,insert_originator_id,TSstatus
10039,10039,1/23/2004 0:00,,1/31/2015 0:00,MF,,,INACTIVE,CS,,,,YOLO:110202074222513,,740.4,601.6,138.8,,0,00000000377EFF4C,,,
10040,10040,1/23/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Sec. 8-2.251 for Home Occ.  Must comply w/State Law Sec. 7048 for unlicensed contractors.  No job to exceed $500.,,YOLO:110202074222514,,80,80,0,,0,00000000377EFF4D,,,
10041,10041,1/23/2004 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222515,,254,254,0,,0,00000000377EFF4E,,,
10042,10042,1/27/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222516,,80,80,0,,0,00000000377EFF4F,,,
10043,10043,1/27/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222517,,80,80,0,,0,00000000377EFF50,,,
10044,10044,1/30/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222518,,80,80,0,,0,00000000377EFF51,,,
10045,10045,1/30/2004 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222519,,127,127,0,,0,00000000377EFF52,,,
10047,10047,2/4/2004 0:00,,1/31/2009 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code section 8-2.251 for Home Occupation.,,YOLO:110202074222521,,105,105,0,,0,00000000377EFF53,,,
10049,10049,2/5/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222523,,80,80,0,,0,00000000377EFF54,,,
10050,10050,2/6/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply w/Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:110202074222524,,127,127,0,,0,00000000377EFF55,,,
10051,10051,2/9/2004 0:00,,1/31/2007 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222525,,96,96,0,,0,00000000377EFF56,,,
10052,10052,2/9/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222526,,90,90,0,,0,00000000377EFF57,,,
10054,10054,2/10/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222528,,80,80,0,,0,00000000377EFF58,,,
10055,10055,2/11/2004 0:00,,1/31/2007 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222529,,96,96,0,,0,00000000377EFF59,,,
10056,10056,2/18/2004 0:00,,1/31/2022 0:00,ET,,,EXPIRED,KAP,1,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occ.-No outward appearance of business.,,YOLO:110202074222530,,832.76,832.76,0,,0,00000000B480954D,,,
10057,10057,2/19/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occ.,,YOLO:110202074222531,,80,80,0,,0,00000000377EFF5A,,,
10058,10058,2/20/2004 0:00,,1/31/2022 0:00,ET,,,EXPIRED,ET,1,Must comply w/ Yolo Co.Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222532,,832.76,832.76,0,,0,00000000B480954E,,,
10059,10059,2/20/2004 0:00,,1/31/2009 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222533,,148.75,148.75,0,,0,00000000377EFF5B,,,
10060,10060,2/23/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222534,,80,80,0,,0,00000000377EFF5C,,,
10061,10061,2/23/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occ.,,YOLO:110202074222535,,80,80,0,,0,00000000377EFF5D,,,
10062,10062,2/25/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222536,,90,90,0,,0,00000000377EFF5E,,,
10063,10063,2/25/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222537,,80,80,0,,0,00000000377EFF5F,,,
10064,10064,2/25/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222538,,109.7,109.7,0,,0,00000000377EFF60,,,
10065,10065,3/2/2004 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222539,,254.2,254.2,0,,0,00000000377EFF61,,,
10066,10066,3/2/2004 0:00,,1/31/2015 0:00,AT,,,INACTIVE,CS,,,,YOLO:110202074222540,,543.4,404.6,138.8,,0,00000000377EFF62,,,
10067,10067,3/9/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222541,,90,90,0,,0,00000000377EFF63,,,
10068,10068,3/9/2004 0:00,,1/31/2018 0:00,ET,,,EXPIRED,ET,1,Must Comply with State Workers Compensation and CSLB Regulations,,YOLO:110202074222542,,814,814,0,,0,00000000B480954F,,,
10069,10069,3/11/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222543,,80,80,0,,0,00000000377EFF64,,,
10070,10070,3/15/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222544,,80,80,0,,0,00000000377EFF65,,,
10071,10071,3/16/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222545,,80,80,0,,0,00000000377EFF66,,,
10072,10072,3/17/2004 0:00,,1/31/2014 0:00,DRC,,,INACTIVE,CS,,,,YOLO:110202074222546,,218.8,218.8,0,,0,00000000377EFF67,,,
10073,10073,3/17/2004 0:00,,1/31/2009 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222547,,105,105,0,,0,00000000377EFF68,,,
10074,10074,3/18/2004 0:00,,1/31/2016 0:00,KAP,,,EXPIRED,CS,,Must comply w/ Yolo Co. Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222548,,544.4,474.5,69.9,,0,00000000B4809550,,,
10075,10075,3/19/2004 0:00,,1/31/2008 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222549,,96,96,0,,0,00000000377EFF69,,,
10076,10076,3/19/2004 0:00,,1/31/2009 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222550,,127,127,0,,0,00000000377EFF6A,,,
10077,10077,3/23/2004 0:00,,1/31/2008 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222551,,96,96,0,,0,00000000377EFF6B,,,
10078,10078,3/24/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222552,,80,80,0,,0,00000000377EFF6C,,,
10079,10079,3/25/2004 0:00,,1/31/2022 0:00,EPRS,,,EXPIRED,KAP,1,Must comply w/Yolo Co. Code Sec. 8-2.251 for Home Occ.,,YOLO:110202074222553,,1122.14,1122.14,0,,0,00000000B4809551,,,
1008,1008,1/2/1985 0:00,,1/31/2013 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742222080,,461.9,392,69.9,,0,00000000377EFF6D,,,
10080,10080,3/26/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222554,,80,80,0,,0,00000000377EFF6E,,,
10082,10082,3/31/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222556,,127,127,0,,0,00000000377EFF6F,,,
10083,10083,4/7/2004 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222557,,127,127,0,,0,00000000377EFF70,,,
10084,10084,4/13/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222558,,80,80,0,,0,00000000377EFF71,,,
10085,10085,4/14/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222559,,80,80,0,,0,00000000377EFF72,,,
10086,10086,4/15/2004 0:00,,1/31/2013 0:00,NS,,,INACTIVE,CS,,Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Oc.See Planning Dept. letter for conditions.,,YOLO:110202074222560,,327.7,257.8,69.9,,0,00000000377EFF73,,,
10087,10087,5/18/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,"Facility to submit Business Activities & owner/operator ID form & report annual amt of haz waste generated i.e. batteries, oil.",,YOLO:110202074222561,,180,180,0,,0,00000000377EFF74,,,
10088,10088,4/20/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222562,,80,80,0,,0,00000000377EFF75,,,
10089,10089,4/20/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222563,,80,80,0,,0,00000000377EFF76,,,
1009,1009,4/14/1993 0:00,,1/31/1999 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742222266,,60,60,0,,0,00000000377EFF77,,,
10090,10090,4/23/2004 0:00,,1/31/2016 0:00,KAP,,,EXPIRED,CS,,Must comply w/ Yolo Co. Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222564,,544.4,474.5,69.9,,0,00000000B4809552,,,
10092,10092,4/27/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222566,,90,90,0,,0,00000000377EFF78,,,
10093,10093,4/27/2004 0:00,,1/31/2012 0:00,AT,,,INACTIVE,CS,,,,YOLO:110202074222567,,127,127,0,,0,00000000377EFF79,,,
10094,10094,4/27/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222568,,80,80,0,,0,00000000377EFF7A,,,
10095,10095,4/27/2004 0:00,,1/31/2008 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222569,,96,96,0,,0,00000000377EFF7B,,,
10097,10097,4/29/2004 0:00,,1/31/2021 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:110202074222571,,847.04,847.04,0,,0,00000000B4809553,,,
10098,10098,11/28/2007 0:00,,1/31/2017 0:00,JGM,,,EXPIRED,JGM,1,,,YOLO:110202074222572,,393,393,0,,0,00000000B4809554,,,
101,101,8/9/1995 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222382,,135,135,0,,0,000000005EC29A2F,,,
10100,10100,4/29/2004 0:00,,1/31/2019 0:00,ET,,,EXPIRED,ET,1,,,YOLO:110202074222574,,640.2,640.2,0,,0,00000000B4809555,,,
10101,10101,5/3/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222575,,80,80,0,,0,000000005B430E96,,,
10102,10102,5/4/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222576,,0,0,0,,0,00000000377EFF7F,,,
10103,10103,5/4/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222577,,80,80,0,,0,00000000377EFF80,,,
10104,10104,5/4/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222578,,0,0,0,,0,00000000377EFF81,,,
10105,10105,5/6/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222579,,127,127,0,,0,00000000575B4EC5,,,
10106,10106,5/12/2004 0:00,,1/31/2017 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:110202074222580,,741.5,671.6,69.9,,0,00000000B4809556,,,
10107,10107,5/12/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222581,,0,0,0,,0,00000000377EFF83,,,
10108,10108,5/12/2004 0:00,,1/31/2019 0:00,JGM,,,EXPIRED,JGM,1,,,YOLO:110202074222582,,609.3,609.3,0,,0,00000000B4809557,,,
10109,10109,5/12/2004 0:00,,1/31/2021 0:00,KAP,,,EXPIRED,KAP,1,Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occupation.No photo studio at home.,,YOLO:110202074222583,,974.94,974.94,0,,0,00000000B4809558,,,
1011,1011,4/17/1985 0:00,,1/31/2013 0:00,CS,,,INACTIVE,CS,,NOTE: Located S.E. corner of County Road. 16 & County Road. 53; SBE 229-57-2,,YOLO:110202074222409,,461.9,392,69.9,,0,00000000377EFF84,,,
10110,10110,5/12/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/State Law sec. 7048 for unlicensed contractors.  No job to exceed $500.,,YOLO:110202074222584,,0,0,0,,0,00000000377EFF85,,,
10111,10111,5/10/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Please see enclosed letter for Planning Deptartment conditions.,,YOLO:110202074222585,,0,0,0,,0,00000000377EFF86,,,
10112,10112,5/24/2004 0:00,,1/31/2014 0:00,AY,,,INACTIVE,CS,,,,YOLO:110202074222586,,393,393,0,,0,00000000377EFF87,,,
10113,10113,5/27/2004 0:00,,1/31/2015 0:00,JGM,,,INACTIVE,CS,,,,YOLO:110202074222587,,464.7,329.8,134.9,,0,00000000377EFF88,,,
10114,10114,5/27/2004 0:00,,1/31/2013 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222588,,334.7,264.8,69.9,,0,00000000377EFF89,,,
10115,10115,5/27/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222589,,133.36,133.36,0,,0,00000000377EFF8A,,,
10116,10116,6/1/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222590,,126.69,126.69,0,,0,00000000377EFF8B,,,
10117,10117,6/2/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occupation.  ,,YOLO:110202074222591,,90,90,0,,0,00000000377EFF8C,,,
10118,10118,6/2/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Section 8-2.251 for Home Occupation.  ,,YOLO:110202074222592,,80,80,0,,0,00000000377EFF8D,,,
10119,10119,6/2/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222593,,80,80,0,,0,00000000377EFF8E,,,
10120,10120,6/7/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222594,,80,80,0,,0,00000000377EFF8F,,,
10122,10122,6/22/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222596,,80,80,0,,0,00000000377EFF91,,,
10123,10123,6/24/2004 0:00,,1/31/2008 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222597,,105,105,0,,0,00000000377EFF92,,,
10124,10124,6/24/2004 0:00,,1/31/2022 0:00,EPRS,,,EXPIRED,EPRS,1,,,YOLO:110202074222598,,221.8,221.8,0,,0,00000000B4809559,,,
10125,10125,6/29/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222599,,126.69,126.69,0,,0,00000000377EFF94,,,
10126,10126,6/29/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222600,,126.69,126.69,0,,0,00000000377EFF95,,,
10127,10127,6/29/2004 0:00,,1/31/2020 0:00,ET,,,EXPIRED,ET,1,The stored ag equipment shall be operable. The site shall be maintained in a neat and orderly way and will not be allowed to become an eye-sore. ,,YOLO:110202074222601,,862.72,862.72,0,,0,00000000B480955A,,,
10128,10128,7/7/2004 0:00,,1/31/2007 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Sec. 8-2.251 for Home Occ.,,YOLO:110202074222602,,144,144,0,,0,00000000377EFF96,,,
10129,10129,7/12/2004 0:00,,1/31/2008 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222603,,96,96,0,,0,00000000377EFF97,,,
10130,10130,7/12/2004 0:00,,1/31/2007 0:00,,,,INACTIVE,CS,,Must comply w/Yolo Co. Code Sec. 8-2.251 for Home Occ.,,YOLO:110202074222604,,96,96,0,,0,00000000377EFF98,,,
10131,10131,7/12/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,Must comply w/Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222605,,120.02,120.02,0,,0,00000000377EFF99,,,
10132,10132,7/12/2004 0:00,,1/31/2020 0:00,ET,,,EXPIRED,ET,1,Facility to submit hazardous materials business plans and inventory to Yolo Co. Environmental Health.,,YOLO:110202074222606,,661,661,0,,0,00000000B480955B,,,
10133,10133,7/12/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Not to be in one location longer than one (1) hour.,,YOLO:110202074222607,,0,0,0,,0,00000000377EFF9B,,,
10134,10134,7/14/2004 0:00,,1/31/2015 0:00,KAP,,,INACTIVE,CS,,Facility to submit hazardous materials business plans and inventory to Yolo County Environmental Health.,,YOLO:110202074222608,,666.7,531.8,134.9,,0,00000000377EFF9C,,,
10135,10135,7/14/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,See enclosed letter for conditions.MUST COMPLY W/YOLO CO. CODE SECTION 8-2.251 FOR HOME OCC.,,YOLO:110202074222609,,126.69,126.69,0,,0,00000000377EFF9D,,,
10136,10136,7/20/2004 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,Must comply w/ Yolo Co. Code Sec 8-2.251 for Home Occupation.,,YOLO:110202074222610,,518.7,518.7,0,,0,00000000377EFF9E,,,
10137,10137,7/20/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply w/ Yolo Co. Code Sect.8-2.251 for Home Occupation.,,YOLO:110202074222611,,127,127,0,,0,00000000575B4EF5,,,
10138,10138,7/20/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222612,,180,180,0,,0,87163666,,,
10139,10139,7/21/2004 0:00,,1/31/2014 0:00,CF,,,INACTIVE,CS,,,,YOLO:110202074222613,,327.7,327.7,0,,0,00000000377EFFA1,,,
10140,10140,7/26/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,Must comply w/Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:110202074222614,,80,80,0,,0,00000000377EFFA2,,,
10141,10141,7/26/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222615,,0,0,0,,0,00000000377EFFA3,,,
10142,10142,7/29/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code section 8-2.251 for Home Occupation.,,YOLO:110202074222616,,127,127,0,,0,00000000575B4F0D,,,
10143,10143,8/5/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222617,,0,0,0,,0,00000000377EFFA5,,,
10144,10144,8/9/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,Any equipment changes or remodel must be approved by Yolo County Environmental Health.  ,,YOLO:110202074222618,,229.72,229.72,0,,0,00000000377EFFA6,,,
10145,10145,8/16/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222619,,0,0,0,,0,00000000377EFFA7,,,
10146,10146,8/18/2004 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222620,,0,0,0,,0,00000000377EFFA8,,,
10147,10147,8/24/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222621,,0,0,0,,0,00000000377EFFA9,,,
10148,10148,8/25/2004 0:00,,1/31/2009 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222622,,105,105,0,,0,00000000865662AF,,,
10149,10149,8/31/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222623,,0,0,0,,0,00000000377EFFAB,,,
10150,10150,8/31/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222624,,80,80,0,,0,000000004C98349C,,,
10151,10151,9/10/2004 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222625,,127,127,0,,0,00000000377EFFAD,,,
10152,10152,9/14/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222626,,90,90,0,,0,0000000091E551EE,,,
10153,10153,9/15/2004 0:00,,1/31/2005 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222627,,0,0,0,,0,00000000377EFFAF,,,
10154,10154,9/21/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,"Must comply with Sec.8-2.251, Yolo Co. Code on Home Occupations",,YOLO:110202074222628,,0,0,0,,0,00000000377EFFB0,,,
10155,10155,10/4/2004 0:00,,1/31/2016 0:00,JGM,,,EXPIRED,CS,,Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occupation.,,YOLO:110202074222629,,372.6,372.6,0,,0,00000000B480955C,,,
10156,10156,9/24/2004 0:00,,1/31/2006 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222630,,0,0,0,,0,00000000377EFFB1,,,
