BUSINESS_NO,ACTION_DATE,ACTION_TYPE,ACTION_BY,ACTION_DESCRIPTION,LOCKID,BUS_LIC_NO,RECORDID,COMPLETED_DATE,update_originator_id,update_timestamp,create_timestamp,exID,insert_originator_id
10294,9/17/2019 0:00,ADDRESS CHANGE,ANGELICA YEPEZ,"(9/17/2019 11:55:30 AM AY) Action Created(9/17/2019 11:55 AM AY) Todd Nelson was in and requested an address change to: 630 W A Street, Dixon, CA 95620.",,10294,AY:1909171155301966,9/17/2019 0:00,0,000000007EC08734,2126546614,,0
12986,11/25/2019 0:00,MISC/OTHER,ANGELICA YEPEZ,(11/25/2019 8:00:07 AM AY) Action Created(11/25/2019 8:00 AM AY) BL application sent in mail without payment.  Left vm and also sent email. See attached email.,,12986,AY:1911250800073588,11/25/2019 0:00,0,00000000823E18D2,2185107630,,0
12891,1/13/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/13/2020 8:40:18 AM AY) Action Created(1/13/2020 8:40 AM AY) Business is not subject to state enrollment for storm water discharge.,,12891,AY:2001130840185463,1/13/2020 0:00,0,00000000840318AD,2214795425,,0
13027,1/27/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/27/2020 1:54:50 PM AY) Action Created(1/27/2020 1:54 PM AY) Business is not subject to state enrollment for storm water discharge.,,13027,AY:2001270154501004,,0,0000000084B1405A,2226208855,,0
11672,1/27/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/27/2020 1:56:01 PM AY) Action Created(1/27/2020 1:56 PM AY) Business is not subject to state enrollment for storm water discharge.,,11672,AY:2001270156001046,1/24/2020 0:00,0,0000000084B143E8,2226209746,,0
12533,1/24/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/27/2020 1:56:17 PM AY) Action Created(1/27/2020 1:56 PM AY) Business is not subject to state enrollment for storm water discharge.,,12533,AY:2001270156161060,1/24/2020 0:00,0,0000000084B14485,2226209885,,0
12152,1/27/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/27/2020 10:44:57 AM AY) Action Created(1/27/2020 10:44 AM AY) Business is not subject to state enrollment for storm water discharge.,,12152,AY:2001271044570475,1/27/2020 0:00,0,0000000084AFAF5C,2226105217,,0
10612,1/30/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(1/30/2020 2:16:08 PM AY) Action Created(1/30/2020 2:16 PM AY) Business is not subject to state enrollment for storm water discharge.,,10612,AY:2001300216085535,1/30/2020 0:00,0,0000000084D29FF7,2228395415,,0
12978,2/5/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(2/5/2020 3:47:31 PM AY) Action Created(2/5/2020 3:47 PM AY) Business is not subject to state enrollment for storm water discharge.,,12978,AY:2002050347313340,2/5/2020 0:00,0,000000008518451A,2232960266,,0
12625,2/24/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(2/24/2020 1:21:51 PM AY) Action Created(2/24/2020 1:21 PM AY) Business is not subject to state enrollment for storm water discharge.,,12625,AY:2002240121512587,2/24/2020 0:00,0,0000000085D23965,2245146959,,0
11648,2/24/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(2/24/2020 1:22:11 PM AY) Action Created(2/24/2020 1:22 PM AY) Business is not subject to state enrollment for storm water discharge.,,11648,AY:2002240122112593,2/24/2020 0:00,0,0000000085D23A35,2245147167,,0
12668,3/2/2020 0:00,INTERNAL COMMENTS,ANGELICA YEPEZ,(3/2/2020 2:46:59 PM AY) Action Created(3/2/2020 2:46 PM AY) Business is not subject to state enrollment for storm water discharge.,,12668,AY:2003020246591733,3/2/2020 0:00,0,000000008624A2DB,2250546078,,0
999999,2/5/2013 0:00,FISCAL COMMENTS,BELINDA CHEE,(2/5/2013 7:49:13 AM BC) Action CreatedChris tested with $.01 for online renewal process - 02/04/2013 - receipt E0055,,CRW-999999,BC:1302050749138286,2/5/2013 0:00,0,000000000A3AF46D,171635743,,
11796,2/6/2014 0:00,FISCAL COMMENTS,CATHERINE FRANK,(2/6/2014 10:11 AM CF) Applied for license in error-not needed in Winters; approved by David Morrison 1/31/14;Warrant#09418102 dated 2/5/14 CL085953,,11796,CF:1402061011314167,,0,0000000010B575C9,280327623,,0
11837,2/6/2014 0:00,FISCAL COMMENTS,CATHERINE FRANK,(2/6/2014 10:17 AM CF) Business owner passed away; approved by David Morrison 01/31/14;Warrant #09418101 dated 2/5/14;  CL085945,,11837,CF:1402061017384189,,0,0000000010B578E4,280328418,,0
10056,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10056,CRW3:01117152604000008,26:04.2,0,000000008FE76025,2414305310,,0
10058,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10058,CRW3:01117152604000009,26:04.2,0,000000008FE76026,2414305310,,0
10079,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10079,CRW3:01117152604000010,26:04.2,0,000000008FE76027,2414305310,,0
10097,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10097,CRW3:01117152604000014,26:04.2,0,000000008FE7602B,2414305310,,0
10109,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10109,CRW3:01117152604000016,26:04.2,0,000000008FE7602D,2414305310,,0
10175,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10175,CRW3:01117152604000021,26:04.2,0,000000008FE76032,2414305310,,0
10293,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10293,CRW3:01117152604000031,26:04.2,0,000000008FE7603C,2414305310,,0
10362,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10362,CRW3:01117152604000035,26:04.2,0,000000008FE76040,2414305310,,0
10368,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10368,CRW3:01117152604000036,26:04.2,0,000000008FE76041,2414305310,,0
10393,26:04.2,1ST NOTIFICATION PRINTED,EVELYN T ARIAS,1ST RENEWAL FORM NOTIFICATION PRINTED,,10393,CRW3:01117152604000042,26:04.2,0,000000008FE76047,2414305310,,0
