CASE_NO,REMARKS,InspectionType,INSPECTOR,SCHEDULED_DATE,SCHEDULED_TIME,COMPLETED_DATE,COMPLETED_TIME,DURATION,RESULT,NOTES,LOCKID,RECORDID,DURATION_EST,CREATED_DATE,CREATED_TIME,CREATED_BY,SEQID,CAPOVERRIDE,update_originator_id,update_timestamp,create_timestamp,exID,PathURL,PathURLDateAdded,insert_originator_id
CE2019-0028,,VERIFY VIOLATION,JOD,6/3/2020 0:00,,6/3/2020 0:00,,,VIOLATION CONF.,,,JOD:2006051207418992,,6/5/2020 0:00,12:07,JOD,,,0,0000000088DB787B,2296084601,,,,0
CE2019-0028,,LETTER DRAFTING,JOD,6/5/2020 0:00,,6/5/2020 0:00,,30,,,,JOD:2006051208158993,,6/5/2020 0:00,12:08,JOD,,,0,0000000088DB795F,2296084654,,,,0
CE2020-0031,,SITE VISIT,JOD,6/15/2020 0:00,,6/15/2020 0:00,,30,VIOLATION CONF.,,,JOD:2006150232235611,,6/15/2020 0:00,14:32,JOD,,,0,0000000089368B77,2302053089,,,,0
CE2020-0031,,VERIFY VIOLATION,JOD,6/15/2020 0:00,,6/15/2020 0:00,,,VIOLATION CONF.,,,JOD:2006150232235612,,6/15/2020 0:00,14:32,JOD,,,0,0000000089368AEA,2302053096,,,,0
CE2020-0031,,SITE VISIT,JOD,7/7/2020 0:00,,7/7/2020 0:00,,,,"(7/7/2020 1:56 PM JOD)Dear Mr. Mouhcine, Thank you for your response and the work that has been done on site. The extension  to the end of the month that was requested is granted and if you could please contact me when the work is completed and after a final inspection we could close this case.Thank you again,John Desario",,JOD:2007070155019547,,7/7/2020 0:00,13:55,JOD,,,0,000000008A15D7BE,2316687146,,,,0
104,CASE CLOSED,COMPLIANCE,LG,6/11/2019 0:00,9:00,6/11/2019 0:00,10:00,,NO VIOLATION,(6/11/2019 11:35 AM LG)CASE CLOSED PER STATUS,,LG:1906111135003469,,6/11/2019 0:00,11:35,LG,,,0,79775698,2037864042,,,,0
106,MIGRA CLOSED,COMPLIANCE,LG,6/11/2019 0:00,,6/11/2019 0:00,10:00,,VIOL. RESOLVED,(6/11/2019 11:46 AM LG)NO NEW COMPLAINTS,,LG:1906111146043538,,6/11/2019 0:00,11:46,LG,,,0,000000007977AE5B,2037886481,,,,0
CE2019-0028,,SITE VISIT,JOD,6/12/2019 0:00,,6/12/2019 0:00,,30,VIOLATION CONF.,,,LG:1906131222376609,,6/13/2019 0:00,12:22,LG,,,0,0000000079C03AEA,2040703634,,,,0
CE2011-0003,,COMPLIANCE,,5/23/2011 0:00,,5/23/2011 0:00,,,NO VIOLATION,(5/23/2011 3:42 PM RF)Confirmed with California Housing & Developement no permit required by our jurisdiction. Called owner to confirm that it does not fall within our regulation.,,RF:1105230340253752,,5/23/2011 0:00,15:40,RF,,,0,00000000018A8A5B,25856478,,,,
CE2020-0045,,SITE VISIT,TD,10/19/2020 0:00,9:00,10/19/2020 0:00,11:00,,VIOLATION CONF.,,,TD:2010200811140796,,10/20/2020 0:00,8:11,TD,,,0,000000008EA6FD10,2393300893,,,,0
CE2020-0045,,VERIFY VIOLATION,TD,10/19/2020 0:00,,10/19/2020 0:00,,,VIOLATION CONF.,,,TD:2010200811140797,,10/20/2020 0:00,8:11,TD,,,0,000000008EA6DFA2,2393300896,,,,0
CASE_NO,REMARKS,InspectionType,INSPECTOR,SCHEDULED_DATE,SCHEDULED_TIME,COMPLETED_DATE,COMPLETED_TIME,DURATION,RESULT,NOTES,LOCKID,RECORDID,DURATION_EST,CREATED_DATE,CREATED_TIME,CREATED_BY,SEQID,CAPOVERRIDE,update_originator_id,update_timestamp,create_timestamp,exID,PathURL,PathURLDateAdded,insert_originator_id
CE2019-0012,,VERIFY VIOLATION,ANE,4/5/2019 0:00,,4/5/2019 0:00,,0,VIOLATION CONF.,,,ANE:1904090806085216,,4/9/2019 0:00,8:06,ANE,,,0,0000000076E01B66,1983682963,,,,0
283,,SITE VISIT,LG,4/18/2019 0:00,10:00,4/18/2019 0:00,10:00,,VIOLATION CONF.,,,ANE:1905020307578888,,5/2/2019 0:00,15:07,ANE,,,0,000000007DD2B61D,2003979095,,,,0
283,,VERIFY VIOLATION,LG,4/18/2019 0:00,10:00,4/18/2019 0:00,10:00,,VIOLATION CONF.,,,ANE:1905020307578889,,5/2/2019 0:00,15:07,ANE,,,0,000000007DD2B61F,2003979098,,,,0
283,,SITE VISIT,LG,5/2/2019 0:00,11:00,5/2/2019 0:00,11:00,,VIOLATION CONF.,,,ANE:1905020308088890,,5/2/2019 0:00,15:08,ANE,,,0,000000007777161A,2003979127,,,,0
CE2019-0030,,SITE VISIT,ANE,6/13/2019 0:00,,6/14/2019 0:00,,30,VIOLATION CONF.,,,ANE:1906170125429311,,6/17/2019 0:00,13:25,ANE,,,0,0000000079C3EBC3,2042882343,,,,0
CE2019-0030,Courtesy Notice Sent see attachments,LETTER DRAFTING,ANE,6/14/2019 0:00,,6/14/2019 0:00,,,,,,ANE:1906200151294352,,6/20/2019 0:00,13:51,ANE,,,0,0000000079F8C8A5,2046347114,,,,0
CE2016-0012,,LETTER DRAFTING,ANE,6/21/2019 0:00,,,,30,,(6/20/2019 11:23 AM ANE)Notice of Violation Drafted.,,ANE:1906201122394014,,6/20/2019 0:00,11:22,ANE,,,0,0000000079F71BC7,2046237529,,,,0
CE2019-0035,,SITE VISIT,JOD,7/3/2019 0:00,,7/3/2019 0:00,8:00,30,VIOLATION CONF.,,,ANE:1907120156193009,,7/12/2019 0:00,13:56,ANE,,,0,000000007C036AF5,2067235495,,,,0
1154,,LETTER DRAFTING,,,,,,,,,,ANE:1907251110492189,,7/25/2019 0:00,11:10,ANE,,,0,000000007C82F497,2077488822,,,,0
1154,Mailed Letter to PO Box,LETTER DRAFTING,ANE,8/7/2019 0:00,,8/7/2019 0:00,,,,,,ANE:1908070915033284,,8/7/2019 0:00,9:15,ANE,,,0,000000007C82F529,2088957017,,,,0
CE2019-0037,Mailed Courtesy Notice,LETTER DRAFTING,ANE,8/7/2019 0:00,,8/7/2019 0:00,,,,,,ANE:1908070915473285,,8/7/2019 0:00,9:15,ANE,,,0,000000007C82F507,2088957098,,,,0
CE2019-0035,Mailed Courtesy Notice,LETTER DRAFTING,ANE,8/7/2019 0:00,,8/7/2019 0:00,,30,,,,ANE:1908070919413293,,8/7/2019 0:00,9:19,ANE,,,0,000000007C82FFA2,2088958063,,,,0
CE2019-0047,,LETTER DRAFTING,ANE,8/28/2019 0:00,,8/28/2019 0:00,,,,(8/27/2019 9:49 AM ANE)Mailed letters 08/27/2019.  Certified Mail Receipts 7018183000000923107670181830000009231069,,ANE:1908270947462469,,8/27/2019 0:00,9:47,ANE,,,0,0000000085A8B301,2107058273,,,,0
CE2019-0048,Mailed Courtesy Notice,LETTER DRAFTING,ANE,8/27/2019 0:00,10:30,8/27/2019 0:00,,,,,,ANE:1908271036382518,,8/27/2019 0:00,10:36,ANE,,,0,000000008312C822,2107092039,,,,0
CE2019-0032,,OFFICE MEETING,LG,8/29/2019 0:00,10:15,8/30/2019 0:00,,90,VIOLATION CONF.,(8/29/2019 3:49 PM ANE)Ms.  Barry is deciding whether she permtis the structure as a <Quote>studio<Quote> or a shed.  John will do a site visit on 09/03.,,ANE:1908290336485612,,8/29/2019 0:00,15:36,ANE,,,0,000000007DD33DD8,2110648760,,,,0
CE2019-0052,COURTESY NOTICE,LETTER DRAFTING,ANE,9/12/2019 0:00,,9/12/2019 0:00,,45,,,,ANE:1909120939166581,,9/12/2019 0:00,9:39,ANE,,,0,000000007E8543BC,2122656932,,,,0
CE2019-0009,,LETTER DRAFTING,ANE,9/23/2019 0:00,,9/23/2019 0:00,,15,,(9/23/2019 9:15 AM ANE)Drafted and sent updated letter.,,ANE:1909230914506068,,9/23/2019 0:00,9:14,ANE,,,0,000000007F0298C3,2130876471,,,,0
CE2019-0061,Courtesy Notice Sent,LETTER DRAFTING,ANE,10/1/2019 0:00,,10/1/2019 0:00,,30,,,,ANE:1909300328101390,,9/30/2019 0:00,15:28,ANE,,,0,8.44E+11,2137180278,,,,0
CE2019-0056,Courtesy Notice,LETTER DRAFTING,ANE,9/30/2019 0:00,,9/30/2019 0:00,,,,,,ANE:1909300936450658,,9/30/2019 0:00,9:36,ANE,,,0,000000007F58B89A,2136519921,,,,0
CE2019-0062,Courtesy Notice Sent,LETTER DRAFTING,ANE,10/2/2019 0:00,,10/2/2019 0:00,,30,,,,ANE:1910020239324349,,10/2/2019 0:00,14:39,ANE,,,0,000000007F8B6898,2139842231,,,,0
CE2018-0024,Mailed Letter,LETTER DRAFTING,ANE,10/25/2019 0:00,,10/25/2019 0:00,,15,,,,ANE:1910250339383497,,10/25/2019 0:00,15:39,ANE,,,0,0000000080E4FCB0,2162490472,,,,0
CE2019-0060,mailed out to Dahvie James,LETTER DRAFTING,ANE,11/1/2019 0:00,,11/1/2019 0:00,,15,,,,ANE:1911010242087893,,11/1/2019 0:00,14:42,ANE,,,0,0000000081350A52,2167698135,,,,0
CE2019-0069,MAILED OUT LETTER,LETTER DRAFTING,ANE,11/1/2019 0:00,,11/1/2019 0:00,,15,,,,ANE:1911011052447606,,11/1/2019 0:00,10:52,ANE,,,0,00000000812E189B,2167281741,,,,0
CE2018-0005,MAILED COURTESY,LETTER DRAFTING,ANE,11/8/2019 0:00,,11/8/2019 0:00,,,,,,ANE:1911081037252416,,11/8/2019 0:00,10:37,ANE,,,0,00000000818F9D18,2173672567,,,,0
CE2019-0074,,SITE VISIT,TD,12/3/2019 0:00,12:30,12/3/2019 0:00,12:30,,VIOLATION CONF.,,,ANE:1912030234547344,,12/3/2019 0:00,14:34,ANE,,,0,00000000827F5EDA,2189373555,,,,0
CE2019-0074,,VERIFY VIOLATION,TD,12/3/2019 0:00,12:30,12/3/2019 0:00,12:30,,VIOLATION CONF.,,,ANE:1912030234547345,,12/3/2019 0:00,14:34,ANE,,,0,00000000827F5EDC,2189373558,,,,0
CE2019-0062,NOV Drafted,LETTER DRAFTING,ANE,12/3/2019 0:00,,12/3/2019 0:00,,,,,,ANE:1912030606237559,,12/3/2019 0:00,18:06,ANE,,,0,0000000082823D6B,2189573467,,,,0
CE2019-0074,nov mailed,LETTER DRAFTING,ANE,12/4/2019 0:00,13:30,,,,,,,ANE:1912040144508323,,12/4/2019 0:00,13:44,ANE,,,0,00000000828D7B08,2190310027,,,,0
CE2019-0074,,LETTER DRAFTING,ANE,12/3/2019 0:00,12:30,12/3/2019 0:00,12:30,,,,,ANE:1912040855447754,,12/4/2019 0:00,8:55,ANE,,,0,0000000082870F58,2189872381,,,,0
CE2019-0074,,SITE VISIT,ANE,12/3/2019 0:00,12:30,12/3/2019 0:00,12:30,,,,,ANE:1912040855567755,,12/4/2019 0:00,8:55,ANE,,,0,0000000082870F5A,2189872405,,,,0
CE2019-0069,Mailed Out Courtesy Notice Again,LETTER DRAFTING,ANE,12/17/2019 0:00,,,,,,(12/17/2019 10:00 AM ANE)Per John Mailed Out Courtesy Notice AgainVirginia and Diane,,ANE:1912170959317146,,12/17/2019 0:00,9:59,ANE,,,0,8.32E+164,2200035530,,,,0
CE2020-0011,meeting,OFFICE MEETING,LG,2/20/2020 0:00,10:00,2/20/2020 0:00,10:00,,VIOLATION CONF.,(2/20/2020 10:22 AM ANE)discussed possible demo permit and building permit for any new building.  discussed fire code violations.,,ANE:2002201021488985,,2/20/2020 0:00,10:21,ANE,,,0,0000000085B29762,2243073806,,,,0
CE2019-0045,Mailed Out Letter,LETTER DRAFTING,ANE,2/21/2020 0:00,,2/21/2020 0:00,,,,,,ANE:2002210900380217,,2/21/2020 0:00,9:00,ANE,,,0,0000000085BE6982,2243848524,,,,0
CE2020-0018,Courtesy Notice Mailed,LETTER DRAFTING,JOD,3/6/2020 0:00,,3/6/2020 0:00,,,,,,ANE:2003061249056795,,3/6/2020 0:00,12:49,ANE,,,0,00000000866224FA,2254577510,,,,0
CE2020-0024,Mailed Courtesy Notice,LETTER DRAFTING,ANE,6/29/2020 0:00,,6/29/2020 0:00,,,VIOLATION CONF.,(6/29/2020 9:37 AM ANE)70190700000030146396 Certified Mail Receipt,,ANE:2006290936323895,,6/29/2020 0:00,9:36,ANE,,,0,000000008A3A9F6D,2311536147,,,,0
CE2020-0039,,SITE VISIT,TD,7/15/2020 0:00,16:00,7/15/2020 0:00,,,STOP WORK NOTICE,,,ANE:2007161150057004,,7/16/2020 0:00,11:50,ANE,,,0,000000008A8558B7,2323994699,,,,0
CE2020-0035,Mailed 7/15,LETTER DRAFTING,ANE,7/14/2020 0:00,,7/15/2020 0:00,,,,(7/17/2020 9:26 AM ANE)700116000107601768 Certified mail,,ANE:2007170924587792,,7/17/2020 0:00,9:24,ANE,,,0,000000008A946087,2324979419,,,,0
CE2020-0035,Angelina and Tom,SITE VISIT,TD,7/15/2020 0:00,,7/15/2020 0:00,,,,,,ANE:2007170927037798,,7/17/2020 0:00,9:27,ANE,,,0,000000008A9461B3,2324980037,,,,0
CE2020-0040,,VERIFY VIOLATION,PT,7/28/2020 0:00,10:30,7/29/2020 0:00,11:00,,STOP WORK NOTICE,,,ANE:2007291056475364,,7/29/2020 0:00,10:56,ANE,,,0,000000008B082294,2332513978,,,,0
CE2020-0041,,VERIFY VIOLATION,CR,9/4/2020 0:00,10:00,9/4/2020 0:00,,,,,,ANE:2009041025235664,,9/4/2020 0:00,10:25,ANE,,,0,000000008C997886,2358867409,,,,0
CE2021-0010,MAILED COURTESY NOTICE,LETTER DRAFTING,,5/18/2021 0:00,,5/18/2021 0:00,,30,,(7/13/2021 8:37 AM JOD)Discussed abatement proceedures,,ANE:2105181107194080,,5/18/2021 0:00,11:07,ANE,,,0,0000000099DBF7DB,2538024345,,,,0
CE2021-0015,,PHONE CALLS,SD,,,,,,,(7/22/2021 9:11 AM ANE)James Reamer Contacted Scott Doolittle at 8:06 on 07/22/2021 and stated he was  starting harvest and would continue with correcting violations in October.,,ANE:2107220903482156,,7/22/2021 0:00,9:03,ANE,,,0,000000009A72335E,2590895969,,,,0
CE2021-0015,COURTESY NOTICE MAILED OUT,LETTER DRAFTING,JOD,7/27/2021 0:00,,7/27/2021 0:00,,,,,,ANE:2107271037555267,,7/27/2021 0:00,10:37,ANE,,,0,000000009AAD868E,2595062821,,,,0
CE2021-0017,,OFFICE MEETING,ANE,8/9/2021 0:00,9:00,8/9/2021 0:00,10:00,,,(8/10/2021 12:50 PM ANE)Ryan and Michelle are applying for farm housing through the state.,,ANE:2108101247538620,,8/10/2021 0:00,12:47,ANE,,,0,000000009B788ED6,2608369064,,,,0
CE2021-0018,,SITE VISIT,ANE,8/12/2021 0:00,,8/12/2021 0:00,,,,(8/13/2021 8:39 AM ANE)Cannabis is being stored in the residence.,,ANE:2108130838553437,,8/13/2021 0:00,8:38,ANE,,,0,000000009BCAD607,2611781767,,,,0
CE2021-0019,Stop Work Notice Issued,SITE VISIT,CR,8/19/2021 0:00,,8/20/2021 0:00,,,RED TAG ISSUED,,,ANE:2108200842519827,,8/20/2021 0:00,8:42,ANE,,,0,000000009C42F579,2621633809,,,,0
CE2018-0029,RECORDED NOP,LETTER DRAFTING,ANE,8/27/2021 0:00,,,,,,,,ANE:2108300914125587,,8/30/2021 0:00,9:14,ANE,,,0,000000009CCD9DFA,2630719931,,,,0
