"BUSINESS_NO","BUS_LIC_NO","BUS_LIC_ISS","BUS_LIC_ISS_BY","BUS_LIC_EXP","BUS_LIC_EXP_BY","BUS_LIC_RENEW_NOTICE","BUS_LIC_RENEW_PAID","STATUS","STATUS_BY","TAG","CONDITIONS","LOCKID","RECORDID","LAST_INSPECTION","FEES_CHARGED","FEES_PAID","BALANCE_DUE","REFERENCE_NO","update_originator_id","update_timestamp","create_timestamp","insert_originator_id","TSstatus"
"10389","10389","2005-11-15 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:110202074222859","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A45126","","",""
"10394","10394","2005-12-13 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:110202074222864","","1029.5999999999999","959.88","69.719999999999999","","0","00000000B4A4521F","","",""
"10404","10404","2006-01-30 00:00:00","","2023-01-31 00:00:00","4MM","","","ACTIVE","JGM","1","Must comply w/Yolo Co. Code Sec. 8-2.251 for Home Occ. Clients to supply cleaning products. No storage at home.","","YOLO:110202074222874","","969.20000000000005","899.48000000000002","69.719999999999999","","0","00000000B4A45312","","",""
"10430","10430","2006-03-07 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:110202074222900","","1162.9000000000001","1093.1800000000001","69.719999999999999","","0","00000000B4A4540F","","",""
"10433","10433","2006-03-15 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occupation.","","YOLO:110202074222903","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A45695","","",""
"10440","10440","2006-03-28 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:110202074222910","","564.55999999999995","494.83999999999997","69.719999999999999","","0","00000000B4A4575A","","",""
"10447","10447","2006-04-13 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","KAP","1","","","YOLO:110202074222917","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A4586F","","",""
"10466","10466","2006-05-12 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:110202074222935","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A45966","","",""
"10477","10477","2006-05-30 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:110202074222946","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A45A5B","","",""
"10516","10516","2006-08-07 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:110202074222984","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A45B4A","","",""
"10519","10519","2012-04-03 00:00:00","JGM","2023-01-31 00:00:00","EC","","","ACTIVE","EC","1","Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occ.","","YOLO:110202074222987","","621.08000000000004","551.36000000000001","69.719999999999999","","0","00000000B4A45C11","","",""
"1053","1053","1994-09-20 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221997","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A45CD7","","",""
"10558","10558","2006-10-26 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221025","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A45DE7","","",""
"10576","10576","2006-11-15 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221043","","1041.0999999999999","971.38","69.719999999999999","","0","00000000B4A45EDA","","",""
"10585","10585","2006-12-19 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221052","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A45FD3","","",""
"10587","10587","2006-12-20 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221054","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A460D8","","",""
"10592","10592","2006-12-29 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occupation.","","YOLO:1102020742221059","","1242.4000000000001","1172.6800000000001","69.719999999999999","","0","00000000B4A461F9","","",""
"10609","10609","2007-01-31 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Must comply w/ Yolo Co. Code Sec. 8-2.251 for Home Occupation.","","YOLO:1102020742221076","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A462F0","","",""
"10610","10610","2007-02-08 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221077","","768.98000000000002","699.25999999999999","69.719999999999999","","0","00000000B4A463C3","","",""
"10614","10614","2007-02-15 00:00:00","","2023-01-31 00:00:00","MAN","","","ACTIVE","MAN","1","","","YOLO:1102020742221081","","1124.2","1054.48","69.719999999999999","","0","00000000B4A4648A","","",""
"10615","10615","2018-08-27 00:00:00","TN","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221082","","847.77999999999997","778.05999999999995","69.719999999999999","","0","00000000B4A46567","","",""
"10619","10619","2007-02-26 00:00:00","","2023-01-31 00:00:00","AY","","","ACTIVE","AY","1","must comply with state workers compensation and contractor licensing requirements. ","","YOLO:1102020742221086","","1254.8599999999999","1185.1400000000001","69.719999999999999","","0","00000000B4A46622","","",""
"10620","10620","2007-02-26 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","TG","1","","","YOLO:1102020742221087","","1058.48","988.75999999999999","69.719999999999999","","0","00000000B4A46709","","",""
"10622","10622","2007-02-22 00:00:00","","2023-01-31 00:00:00","EC","","","ACTIVE","KAP","1","Must obtain a valid Health Permit. Hours of Operation: 11am-2pm & 4-7pm; to be closed & removed from site for a minimum of 2 hrs. No tables or chairs allowed. ","","YOLO:1102020742221089","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A467FB","","",""
"10623","10623","2007-02-26 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221090","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A468EE","","",""
"10626","10626","2007-02-27 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","KAP","1","","","YOLO:1102020742221093","","1167.3","1097.5799999999999","69.719999999999999","","0","00000000B4A469DD","","",""
"10632","10632","2007-03-06 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221099","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A46ACE","","",""
"10641","10641","2007-03-09 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","KAP","1","","","YOLO:1102020742221107","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A46BC5","","",""
"10667","10667","2007-04-19 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","ET","1","","","YOLO:1102020742221133","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A46CBA","","",""
"10668","10668","2007-04-19 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","ET","1","","","YOLO:1102020742221134","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A46DA9","","",""
"10678","10678","2007-05-08 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221144","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A46EA2","","",""
"10680","10680","2007-05-09 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221146","","1099.2","1029.48","69.719999999999999","","0","00000000B4A46F97","","",""
"10683","10683","2007-05-22 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221149","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A470A4","","",""
"10691","10691","2007-05-29 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Breeding Only. ","","YOLO:1102020742221157","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4BB76","","",""
"10698","10698","2007-06-05 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221164","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4BC65","","",""
"10704","10704","2007-06-12 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","KAP","1","","","YOLO:1102020742221170","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4BD58","","",""
"10705","10705","2007-06-12 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","See Zone File 2006-055.","","YOLO:1102020742221171","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A4BE5F","","",""
"1071","1071","1993-02-04 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Must comply with Yolo Co. Code Sec. 8-2.251 for Home Occ.","","YOLO:1102020742222076","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4BF7C","","",""
"10727","10727","2007-07-18 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","Must have Hazardous Materials Business License Plan & Inventory 30 days from date of opening the Facility. ","","YOLO:1102020742221193","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A4C077","","",""
"10730","10730","2007-07-24 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Must comply with Yolo Co. Code Sec. 8-2.251 for Home Occupation.","","YOLO:1102020742221196","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A4C174","","",""
"10736","10736","2007-08-09 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221202","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4C2FB","","",""
"10738","10738","2007-08-20 00:00:00","","2023-01-31 00:00:00","4MM","","","ACTIVE","ET","1","","","YOLO:1102020742221204","","894.48000000000002","824.75999999999999","69.719999999999999","","0","00000000B4A4C4BB","","",""
"10748","10748","2007-09-06 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221214","","1161.74","1092.02","69.719999999999999","","0","00000000B4A47448","","",""
"10752","10752","2007-09-11 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","Must maintain valid Health permits for food sales/ water system.Facility to submit HazMat Bus. Plans/Inventory to Envirom.Health..UST paperwork due w/i 30 days of ownership. ","","YOLO:1102020742221218","","1078.46","1008.74","69.719999999999999","","0","00000000B4A47505","","",""
"10753","10753","2007-09-13 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Must meet all applicable state and local laws. ","","YOLO:1102020742221219","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A475FD","","",""
"10763","10763","2007-10-29 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","CS","1","","","YOLO:1102020742221229","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A476F3","","",""
"10776","10776","2007-10-26 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221242","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A478CB","","",""
"10788","10788","2007-11-28 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221254","","1438.5","1368.78","69.719999999999999","","0","00000000B4A47A8B","","",""
"10790","10790","2007-12-05 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","ET","1","Must comply with Yolo Co. Code Section 8-2.251 for Home Occ. ","","YOLO:1102020742221256","","1065.48","995.75999999999999","69.719999999999999","","0","00000000B4A47B82","","",""
"10797","10797","2008-01-18 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","Facility Operator must obtain and maintain a valid Yolo County Health Permit. ","","YOLO:1102020742221263","","1186.0799999999999","1116.3599999999999","69.719999999999999","","0","00000000B4A47C83","","",""
"10816","10816","2008-03-05 00:00:00","","2023-01-31 00:00:00","4MM","","","ACTIVE","ET","1","","","YOLO:1102020742221282","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A47D8A","","",""
"10836","10836","2008-04-22 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","ET","1","","","YOLO:1102020742221302","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A47E8D","","",""
"10837","10837","2008-04-22 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221303","","1362.9000000000001","1293.1800000000001","69.719999999999999","","0","00000000B4A47F88","","",""
"10853","10853","2008-05-19 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221319","","1034.0999999999999","964.38","69.719999999999999","","0","00000000B4A48083","","",""
"10867","10867","2008-06-19 00:00:00","","2023-01-31 00:00:00","TG","","","ACTIVE","EPRS","1","","","YOLO:1102020742221333","","1075.0599999999999","1005.34","69.719999999999999","","0","00000000B4A48182","","",""
"10870","10870","2008-07-03 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","ET","1","","","YOLO:1102020742221336","","1168.3","1098.5799999999999","69.719999999999999","","0","00000000B4A48275","","",""
"10872","10872","2008-07-01 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","KAP","1","","","YOLO:1102020742221338","","1168.3","1098.5799999999999","69.719999999999999","","0","00000000B4A4836E","","",""
"10890","10890","2008-08-14 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221356","","1291","1221.28","69.719999999999999","","0","00000000B4A4846D","","",""
"10908","10908","2008-09-12 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221374","","1203.28","1133.5599999999999","69.719999999999999","","0","00000000B4A4856A","","",""
"10920","10920","2008-10-10 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221386","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A48663","","",""
"10931","10931","2008-10-28 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221397","","1203.28","1133.5599999999999","69.719999999999999","","0","00000000B4A48765","","",""
"10936","10936","2008-11-03 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221402","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A48882","","",""
"10941","10941","2008-11-17 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","KAP","1","Private Stable only - up to 15 boarded horses and 2 events per year. ","","YOLO:1102020742221407","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A4899B","","",""
"10942","10942","2008-11-17 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221408","","965.20000000000005","895.48000000000002","69.719999999999999","","0","00000000B4A48AA5","","",""
"10945","10945","2008-11-20 00:00:00","","2023-01-31 00:00:00","EC","","","ACTIVE","EC","1","Must Comply with Yolo County Code Sec. 8-2.251 for Home Occupation. No Bees at address.","","YOLO:1102020742221411","","972.20000000000005","902.48000000000002","69.719999999999999","","0","00000000B4A48BA6","","",""
"10950","10950","2008-12-04 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221416","","1158.76","1089.04","69.719999999999999","","0","00000000B4A48CB3","","",""
"10952","10952","2008-12-16 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221418","","901.20000000000005","831.48000000000002","69.719999999999999","","0","00000000B4A48D94","","",""
"10957","10957","2009-01-06 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","","","YOLO:1102020742221423","","831.29999999999995","761.58000000000004","69.719999999999999","","0","00000000B4A48E59","","",""
"10958","10958","2009-01-06 00:00:00","","2023-01-31 00:00:00","MAN","","","ACTIVE","MAN","1","","","YOLO:1102020742221424","","552.63999999999999","482.92000000000002","69.719999999999999","","0","00000000B4A48EE5","","",""
"10963","10963","2009-03-17 00:00:00","","2023-01-31 00:00:00","4MM","","","ACTIVE","ET","1","","","YOLO:1102020742221429","","1041.0999999999999","971.38","69.719999999999999","","0","00000000B4A48F94","","",""
"10972","10972","2009-02-25 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","Must meet any state requirements, permit approvals, etc. Must comply with any ADA requirements.","","YOLO:1102020742221438","","1156.2","1086.48","69.719999999999999","","0","00000000B4A4909D","","",""
"10976","10976","2009-02-24 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","EPRS","1","","","YOLO:1102020742221442","","1134.3800000000001","1064.6600000000001","69.719999999999999","","0","00000000B4A492A6","","",""
"10981","10981","2009-03-09 00:00:00","","2023-01-31 00:00:00","MAN","","","ACTIVE","ET","1","","","YOLO:1102020742221447","","1223.48","1153.76","69.719999999999999","","0","00000000B4A49391","","",""
"10982","10982","2009-03-09 00:00:00","","2023-01-31 00:00:00","ET","","","ACTIVE","ET","1","","","YOLO:1102020742221448","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A49484","","",""
"10990","10990","2009-04-03 00:00:00","","2023-01-31 00:00:00","TG","","","ACTIVE","TG","1","Must have less than 15 horses. Waste must be disposed of in a manner not to create a nuisance, impact surface (or subsurface) waters or create other health hazards.Must comply with the provisions set forth in Section 8-2.306(i) of the Yolo County Code.","","YOLO:1102020742221456","","857.91999999999996","788.20000000000005","69.719999999999999","","0","00000000B4A49545","","",""
"10995","10995","2009-04-16 00:00:00","","2023-01-31 00:00:00","EPRS","","","ACTIVE","EPRS","1","Facilities to submit hazardous materials business plans and inventory to Yolo County Environmental Health; due when Hazmat is present. ","","YOLO:1102020742221461","","408.24000000000001","338.51999999999998","69.719999999999999","","0","00000000B4A495BF","","",""
"10996","10996","2009-04-09 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221462","","833.39999999999998","763.67999999999995","69.719999999999999","","0","00000000B4A49666","","",""
"11003","11003","2009-04-28 00:00:00","","2023-01-31 00:00:00","KAP","","","ACTIVE","KAP","1","","","YOLO:1102020742221469","","1099.4000000000001","1029.6800000000001","69.719999999999999","","0","00000000B4A4975B","","",""
