"BUSINESS_NO","COMPANY","MAIL_ADDRESS1","MAIL_ADDRESS2","MAIL_CITY","MAIL_STATE","MAIL_ZIP","LOC_ADDRESS1","LOC_ADDRESS2","LOC_CITY","LOC_STATE","LOC_ZIP","PHONE","FAX","EMERGENCY","BUSINESS_TYPE","SIC_1","SIC_2","SIC_3","OWNERSHIP_TYPE","TAX_ID","RESALE_ID","ST_LIC_NO","ST_LIC_ISS","ST_LIC_EXP","WRKR_COMP","W_COMP_NO","W_COMP_ISS","W_COMP_EXP","NOTES","COMPANY_PRINT_AS","EMPLOYEES","TEXTFIELD1","TEXTFIELD2","TEXTFIELD3","TEXTFIELD4","TEXTFIELD5","TEXTFIELD6","TEXTFIELD7","TEXTFIELD8","CHECKBOX1","CHECKBOX2","CHECKBOX3","CHECKBOX4","CHECKBOX5","CHECKBOX6","CHECKBOX7","CHECKBOX8","TAG","CLASSIFICATION","EMAIL","OWNER_NAME","SITE_STREETID","SITE_NUMBER","SITE_STREETNAME","SITE_UNIT_NO","SITE_CITY","SITE_STATE","SITE_ZIP","SITE_ALTERNATE_ID","SITE_GEOTYPE","SITE_APN","SITE_LOT_NO","SITE_BLOCK","SITE_TRACT","SITE_SUBDIVISION","SITE_DESCRIPTION","LIAB_CARRIER","LIAB_NO","LIAB_ISS","LIAB_EXP","DEFAULT_INSPECTOR","LOCKID","RECORDID","LOC_RECORDID","DEPOSITTYPE","HISTORICAL_APN","BUSINESS_SUBTYPE","FEES_CHARGED","FEES_PAID","BALANCE_DUE","REFERENCE_NO","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"13439","Elite Plumbing and Remodeling","8190 Madrone ST","","Elverta","CA","95626","8190 Madrone ST","","Elverta","CA","95626","9162367745","","","CONTRACTOR","","","","CORPORATION","","","1026128","","","","","","","","JR Acosta","","1026128","b-c36","04/30/2023","","","","","","","","","","","","","","","","epr@elite-plumbing.net","Jr Costa","","8190","Madrone ST","","Elverta","CA","95626","","","","","","","","","","","","","","","AG:2204040249213131","","","","COMMERCIAL","298.44","228.72","69.719999999999999","","0","00000000B4BAB646","2815418228","0"
"13445","APEX STANDARD BUILDERS","650 Arthur St","","Davis","CA","95616","650 Arthur St","","Davis","CA","95616","5303799409","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","Apex Standard Builders","650","1068128","B","08/31/2022","","","","","","","","","","","","","","","","eric.apexsb@gmail.com","Eric Patton","","650","Arthur St","","Davis","CA","95616","","","","","","","","","","","","","","","AG:2204121218071847","","","","GENERAL","298.44","228.72","69.719999999999999","","0","00000000B4B43BBF","2824337696","0"
"13455","JC Construction","1231 Rudger Way","","SACRAMENTO","CA","95833","1231 Rudger Way","","SACRAMENTO","CA","95833","","","","CONTRACTOR","1623","","","SOLE PROPRIETORSHIP","","","","","","","","","","","JC Construction","","1076575","B","06/30/2023","","","","","","","","","","","","","","","","","Jeffer Coons","","1231","Rudger Way","","SACRAMENTO","CA","95833","","","","","","","","","","","","","","","AG:2205020923347448","","","","GENERAL","298.44","228.72","69.719999999999999","","0","00000000B4B44321","2842711784","0"
"13465","FAMILY TIME POOLS INC","9880 Kent St","","Elk Grove","CA","95624","9880 Kent ST","","Elk Grove","CA","95624","9167478210","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","Family Time Pools Inc","","1056109","C53","07/31/2023","","","","","","","","","","","","","","","","familytimepoolsinc@gmail.com","Kevin Owner","","9880","Kent ST","","Elk Grove","CA","95624","","","","","","","","","","","","","","","AG:2205100334076227","","","","POOL/SPA","298.44","228.72","69.719999999999999","","0","00000000B4B44979","2852077297","0"
"13467","Yolo Garage Door Inc","907 Bourn Dr #81","","Woodland","CA","95776","907 Bourn Dr #81","","Woodland","CA","95776","5302077241","","","CONTRACTOR","","","","CORPORATION","","","1088442","","","","","","","","Yolo Garage Door Inc","","1088442","C-61/D28","03/31/2024","","","","","","","","","","","","","","","","yologaragedoorinc@gmail.com","Fernando Duran Sanchez","","907","Bourn Dr #81","","Woodland","CA","95776","","","","","","","","","","","","","","","AG:2205180823171717","","","","GENERAL","298.44","228.72","69.719999999999999","","0","00000000B4B44A0C","2858531203","0"
"12349","BAY AREA UNDERPINNING","2333 Courage Dr. St. C","","Fairfield","CA","94534","2333 Courage Dr. St. C","","Fairfield","CA","94534","7073100602","7072432075","","CONTRACTOR","","","","CORPORATION","","","867128","","","","","","","","BAY AREA UNDERPINNING","","867128","B, C61/D30","11/30/2023","","","","","","","","","","","","","","","","hannah@bayareaunderpinning.com","STEVE EGLOFF","","2333","Courage Dr. St. C","","Fairfield","CA","94534","","","","","","","","","","","","","","","AME:1608180338568502","","","","ENGINEERING","677.08000000000004","607.36000000000001","69.719999999999999","","0","00000000B4B0146B","1128823318","0"
"12394","ETIC","2285 Morello Ave","","Pleasant Hill","CA","94523","2285 Morello Ave","","Pleasant Hill","CA","94523","9256024710","","","CONTRACTOR","8711","","","CORPORATION","","","624022","","","","","","","","ETIC","","624022","A, HAZ, C10","7/31/2019","","","","","","","","","","","","","","","","businesslicenses@eticeng.com","Christina Marting","","2285","Morello Ave","","Pleasant Hill","CA","94523","","","","","","","","","","","","","","","AME:1610120134124893","","","","CONSTRUCTION","563.60000000000002","493.88","69.719999999999999","","0","00000000B4B237AF","1176128006","0"
"12406","APEX SITE SOLUTIONS, INC.","9749 KENT ST","","ELK GROVE","CA","95624","9749 KENT ST","","ELK GROVE","CA","95624","9166858619","","","CONTRACTOR","","","","CORPORATION","","","956144","","","","","","","","APEX SITE SOLUTIONS, INC.","","956144","B, C-10","12/31/2022","","","","","","","","","","","","","","","","ap@apexsitesolutions.com","KEN BLAKESLEE","","9749","KENT ST","","ELK GROVE","CA","95624","","","","","","","","","","","","","","","AME:1610260939206323","","","","COMMERCIAL","579.03999999999996","509.31999999999999","69.719999999999999","","0","00000000B4B2C974","1186850992","0"
"12415","Safe Side Security, Inc.","1240 Commerce Ave Suite C","","Woodland","CA","95776","1240 Commerce Ave Suite C","","Woodland","CA","95776","8007947575","5306624859","","CONTRACTOR","","","","CORPORATION","","","616354","","","","","","","","Safe Side Security, Inc.","","616354","C-10","3/31/2017","","","","","","","","","","","","","","","","jessica@safeside.com","Peter Saar","","1240","Commerce Ave Suite C","","Woodland","CA","95776","","","","","","","","","","","","","","","AME:1611140913539097","","","","FIRE PROTECTION","566.60000000000002","496.88","69.719999999999999","","0","00000000B4B2CC49","1198181793","0"
"12416","ERIK HOFFMAN CONSTRUCTION","53940 S RIVER ROAD","","Clarksburg","CA","95612","53940 S RIVER ROAD","","Clarksburg","CA","95612","9169192230","","","CONTRACTOR","1521","","","SOLE PROPRIETORSHIP","","","980755","","","","","","","","ERIK HOFFMAN CONSTRUCTION","","980755","B","1/31/2021","","","","","","","","","","","","","","","","eriksh1.hsc@gmail.com","ERIK HOFFMAN","","53940","S RIVER ROAD","","Clarksburg","CA","95612","","","","","","","","","","","","","","","AME:1611150931550314","","","","CONSTRUCTION","496.69999999999999","426.98000000000002","69.719999999999999","","0","00000000B4B2CCEF","1199012266","0"
"12426","One Up Construction","P.O. Box 464","","Loomis","CA","95650","P.O. Box 464","","Loomis","CA","95650","9164393180","","","CONTRACTOR","1541","","","CORPORATION","","","966729","","","","","","","","One Up Construction","","966729","B","10/31/2021","","","","","","","","","","","","","","","","oneupconstruction@yahoo.com","Richard VonAlvensleben","","","P.O. Box 464","","Loomis","CA","95650","","","","","","","","","","","","","","","AME:1612071106057971","","","","CONSTRUCTION","496.69999999999999","426.98000000000002","69.719999999999999","","0","00000000B4B2D055","1216077598","0"
"12429","CLIFF HOME SPECIALTIES","340 W WOODLAND AVE","","WOODLAND","CA","95695","340 W WOODLAND AVE","","WOODLAND","CA","95695","5305743199","","","CONTRACTOR","","","","SOLE PROPRIETORSHIP","","","909751","","","","","","","","CLIFF HOME SPECIALTIES","","909751","B","1/31/2018","","","","","","","","","","","","","","","","handymancliff@gmail.com","CLIFF SMITH","","340","W WOODLAND","AVE","WOODLAND","CA","95695","","","","","","","","","","","","","","","AME:1612130816543871","","","","CONSTRUCTION","445.04000000000002","375.31999999999999","69.719999999999999","","0","00000000B4B2D59E","1220055054","0"
"12432","BULLSEYE LEAK DETECTION","P O BOX 73114","","Davis","CA","95617","P O BOX 73114","","Davis","CA","95617","9167608944","","","CONTRACTOR","1711","","","CORPORATION","","","935197","","","","","","","","BULLSEYE LEAK DETECTION","","935197","C36","7/31/2021","","","","","","","","","","","","","","","","officemgr@bullseyeleak.com","DANIEL SPATZ","","","P O BOX 73114","","Davis","CA","95617","","","","","","","","","","","","","","","AME:1612150123497681","","","","PLUMBING","468.56","398.83999999999997","69.719999999999999","","0","00000000B4B34174","1223196114","0"
"12470","Aqua Pro Pool & Spa Service","PO BOX 1243","","Woodland","CA","95776","PO BOX 1243","","Woodland","CA","95776","5308675507","","","CONTRACTOR","7389","","","LIMITED LIABILITY CORPORATION","","","1020370","","","","","","","","Aqua Pro Pool & Spa Service","","1020370","C61/D35","11/30/2018","","","","","","","","","","","","","","","","aquaprollc@att.net","DON GAGNON","","PO BOX","1243","","Woodland","CA","95776","","","","","","","","","","","","","","","AME:1703070346548309","","","","POOL/SPA","565.60000000000002","495.88","69.719999999999999","","0","00000000B4B3AE91","1280498986","0"
"12623","Anthem United Homes Construction, LP","3001 Douglas Blvd. Ste 200","","ROSEVILLE","CA","95661","3001 Douglas Blvd, Suite 200","","ROSEVILLE","CA","95661","9169600240","","","CONTRACTOR","1521","","","PARTNERSHIP","","","CA","","","","","","","(11/17/2017 1:50 PM ANE)G B Site Dev","","","1004044","A","05/31/2021","","","","","","","","","","","","","","","","mwilliams@anthemunited.com","Site Develpoment GP, LLC as General Partner","","3001","Douglas Blvd, Suite 200","","ROSEVILLE","CA","95661","","","","","","","","","","","","","","","ANE:1711170149574204","","","","CONSTRUCTION","683.25999999999999","613.53999999999996","69.719999999999999","","0","00000000B4B414C0","1513888053","0"
"12656","Bright Planet Solar, Inc","9767  BUSINESS PARK DRIVE STE E","","SACRAMENTO","CA","95827","9767 BUSINESS PARK DRIVE STE E","","SACRAMENTO","CA","95827","7078802115","","","CONTRACTOR","1731","","","SOLE PROPRIETORSHIP","","","CA","","","","","","","","Bright Planet Solar, INC.","","1020761","","11/30/2022","","","","","","","","","","","","","","","","SACRAMENTOPERMITTING@brightplanetsolar.com","Stephen M Heinz","","9767","BUSINESS PARK DRIVE","STE E","SACRAMENTO","CA","95827","","","","","","","","","","","","","","","ANE:1802210351140497","","","","SOLAR/PV","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B41927","1584686052","0"
"12659","Triangle Properites, Inc","3500 American River Drive","","Sacramento,","CA","95864","3500 American River Dr","","Sacramento,","CA","95864","9164805505","","","CONTRACTOR","0781","","","CORPORATION","","","1019745","","","","","","","","Triangel Properties, Inc","","1019745","C27","10/31/2020","","","","","","","","","","","","","","","","jseri@teichert.com","Judson T. Riggs","","3500","American River Dr","","Sacramento","CA","95864","","","","","","","","","","","","","","","ANE:1803010415157263","","","","LANDSCAPING","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B419B5","1591706299","0"
"12676","Coldwell Solar, INC","500 Menlo Dr. St. 100","","Rocklin,","CA","95765","500 Menlo Drive","","Rocklin,","CA","95765","9164352900","9164359782","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Coldwell Solar, INC.","","969149","B","01/31/2022","","","","","","","","","","","","","","","","llinnik@coldwellsolar.com","DAVID HOOD","","500","Menlo Drive","","Rocklin,","CA","95765","","","","","","","","","","","","","","","ANE:1803161007522248","","","","SOLAR/PV","582.03999999999996","512.32000000000005","69.719999999999899","","0","00000000B4B41CE0","1604043502","0"
"12683","Universal Security and Fire Inc","809 W Stadium Lane","","SACRAMENTO","CA","95834","809 W Stadium Lane","","SACRAMENTO","CA","95834","9165631700","","","CONTRACTOR","7382","","","CORPORATION","","","","","","","","","","","","","967473","C10","08-31-2019","","","","","","","","","","","","","","","","rita.gonsales@usfeorp.net","Mohammed Jalilian","","809","W Stadium Lane","","SACRAMENTO","CA","95834","","","","","","","","","","","","","","","ANE:1803260216572441","","","","FIRE PROTECTION","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B41E04","1611586392","0"
"12708","ON POINT ELECTRIC","P.O. BOX 26465","","FRESNO","CA","93729","3222 N. MARKS","","FRESNO","CA","93722","5593928676","","","CONTRACTOR","","","","CORPORATION","","","12708","","","","","","","","ON POING ELECTRIC","","1026834","C10","05/31/2019","","","","","","","","","","","","","","","","kiousonpoint@gmail.com","Nikolaus Kious","","3222","N. MARKS","","FRESNO","CA","93722","","","","","","","","","","","","","","","ANE:1804300131446545","","","","ELECTRICAL","440.24000000000001","370.51999999999998","69.719999999999999","","0","00000000B4B42042","1641625457","0"
"12737","GWERDER CONSTRUCTION","P.O. BOX 1502","","Woodland","CA","95776","20275 COUNTY ROAD 79","","Capay","CA","95607","5309084047","","","CONTRACTOR","1521","","","SOLE PROPRIETORSHIP","","","12737","","","","","","","","GWERDER CONSTRUCTION","","1033787","B","12/31/21","","","","","","","","","","","","","","","","gwereder.construction@gmail.com","MATT GWERDER","","20275","COUNTY ROAD 79","","Capay","CA","95607","","","","","","","","","","","","","","","ANE:1807051137473693","","","","CONSTRUCTION","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B42448","1712857931","0"
"12742","ACCENT CONSTRUCTION SERVICES","P.O. BOX 157","","ESPARTO","CA","95627","25761 CRAIG ST","","Esparto","CA","95627","9259803220","","","CONTRACTOR","1521","","","SOLE PROPRIETORSHIP","","","627040","","","","","","","","ACCENT CONSTRUCTION SERVICES","","627040","B","08-31-2021","","","","","","","","","","","","","","","","accentconst@gmail.com","SCOTT LEBOEUF","","25761","CRAIG ST","","Esparto","CA","95627","","","","","","","","","","","","","","","ANE:1807171124514097","","","","CONSTRUCTION","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B43074","1721952614","0"
"12782","TETRA TECH BAS, Inc","21700 COPLEY DR # 200","","Diamond Bar","Ca","91765","21700 COPLEY DR #200","","Diamond Bar","Ca","91765","9098607777","","","CONTRACTOR","8711","","","CORPORATION","","","572017","","","","","","","","Tetra Tech Bas, Inc","","572017","A","06/30/2019","","","","","","","","","","","","","","","","SWW.ACCOUNTING@TETRATECH.COM","Tetra Tech Inc","","21700","COPLEY DR #200","","Diamond Bar","Ca","91765","","","","","","","","","","","","","","","ANE:1810111043178703","","","","ENGINEERING","426.80000000000001","357.07999999999998","69.719999999999999","","0","00000000B4B43F3B","1804933012","0"
"12791","Polvera Drywall of Riverside dba Empire","8335 MIRALANI DR","","San Diego","CA","92126","1900 PAULSON RD","","TURLOCK","CA","95380","5855301640","","","CONTRACTOR","1711","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(4/29/2021 8:37 AM ET)Empire Insulation","DBA EMPIRE INSULATION","","991212","991212","03/31/2022","","","","","","","","","","","","","","","","rgarcia@stincsd.com","River City Window & Door","","1900","PAULSON RD","","TURLOCK","CA","95380","","","","","","","","","","","","","","","ANE:1810300954572139","","","","HVAC","471.56","401.83999999999997","69.719999999999999","","0","00000000B4B44113","1849030155","0"
"12802","WATSON COMPANIES INC","3185 LONGVIEW DRIVE","","SACRAMENTO","CA","95821","3185 LONGVIEW DR","","SACRAMENTO","CA","95821","9164816293","","","CONTRACTOR","","","","CORPORATION","","","12802","","","","","","","","WATSON COMPANIES INC","","938330","C-39","09-30-19","","","","","","","","","","","","","","","","ed@watsonroofing.com","GREG WATSON","","3185","LONGVIEW DR","","SACRAMENTO","CA","95821","","","","","","","","","","","","","","","ANE:1811300121035236","","","","ROOFING","378.27999999999997","308.56","69.719999999999999","","0","00000000B4B44682","1880442376","0"
"12801","QUAM GENERAL ENGINEERING, INC","PO BOX 177","","Dunnigan","CA","95937","3535 ROAD 88","","Dunnigan","CA","95937","5306814994","","","CONTRACTOR","1794","","","CORPORATION","","","","","","","","","","","QUAM GENERAL ENGINEERING","","988662","A","10/31/2023","","","","","","","","","","","","","","","","jquamge@yahoo.com","JUSTIN QUAM","","3535","ROAD 88","","Dunnigan","CA","95937","","","","","","","","","","","","","","","ANE:1811300920164877","","","","CONSTRUCTION","630.55999999999995","560.84000000000003","69.719999999999899","","0","00000000B4B445D9","1880164899","0"
"12844","Valquez Electric","5931 Crawford Road","","Williams","CA","95987","5931 Crawford Road","","Williams,","CA","95987","5302188470","","","CONTRACTOR","1731","","","SOLE PROPRIETORSHIP","","","","","","","","","","","Valquez Electric","","1010373","C10","01/31/2024","","","","","","","","","","","","","","","","rubenvalencia75@yahoo.com","Ruben Valencia","","5931","Crawford Road","","Williams","CA","95987","","","","","","","","","","","","","","","ANE:1902210217580771","","","","ELECTRICAL","440.24000000000001","370.51999999999998","69.719999999999999","","0","00000000B4B45E3B","1944495820","0"
"12856","ECLIPSE ENERGY & CONSTRUCTION","1230 Harter Ave STE B","","Woodland","CA","95776","1230 Harter Ave STE B","","Woodland","CA","95776","5303128545","","","CONTRACTOR","1711","","","CORPORATION","","","1049090","","","","","","","","Eclipse Energy & Construction","","1049090","B & C46","01/31/2021","","","","","","","","","","","","","","","","alex@eclipsesolcon.com","Alex Calderon","","1230","Harter Ave","STE B","Woodland","CA","95776","","","","","","","","","","","","","","","ANE:1903150854480658","","","","SOLAR/PV","537.27999999999997","467.56","69.719999999999999","","0","00000000B4B462F9","1963867667","0"
"12882","Magnolia Roofing","16696 Parker Place","","Esparto","CA","95627","16696 Parker Place","","Esparto","CA","95627","5308480642","","","CONTRACTOR","","","","SOLE PROPRIETORSHIP","","","1041027","","","","","","","","","","1041027","C39","04/30/2021","","","","","","","","","","","","","","","","magnoliaroofing1@gmail.com","Andres Alejandro Chavez Guerrero","","16696","Parker Place","","Esparto","CA","95627","","","","","","","","","","","","","","","ANE:1905020357008984","","","","ROOFING","378.27999999999997","308.56","69.719999999999999","","0","00000000B4B46B88","2004009369","0"
"12927","Connected Technology","2351 Sunset BLVD","Ste 170-278","Rocklin","CA","95765","2351 Sunset BLVD STE170-278","","Rocklin","CA","95765","9168241800","","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Connected Technology","","996560","c7, c10, c20","03/31/2021","","","","","","","","","","","","","","","","office@connected-technology.com","Bill Horbably","","2351","Sunset BLVD","STE170-278","Rocklin","CA","95765","","","","","","","","","","","","","","","ANE:1907150236364284","","","","ELECTRICAL","423.04000000000002","353.31999999999999","69.719999999999999","","0","00000000B4B47863","2068617573","0"
